Name,Price,Url
The Strings of Suradan,4.119 ,https://market.dota2.net/en/item/5632853673-2935641167-The%20Strings%20of%20Suradan/
Baby Roshan,6.392 ,https://market.dota2.net/en/item/93966705-0-Baby%20Roshan/
Tines of Tybara,2.641 ,https://market.dota2.net/en/item/3481251710-5916899481-Tines%20of%20Tybara/
Dark Artistry Belt,10.35 ,https://market.dota2.net/en/item/1814290119-1625510296-Dark%20Artistry%20Belt/
The Hallows Within,7.527 ,https://market.dota2.net/en/item/4056771478-1625510296-The%20Hallows%20Within/
Genuine Rapier of the Burning God,4.031 ,https://market.dota2.net/en/item/771156332-0-Genuine%20Rapier%20of%20the%20Burning%20God/
Genuine Weather Rain,5.436 ,https://market.dota2.net/en/item/519295759-253182917-Genuine%20Weather%20Rain/
Insatiable Bonesaw,14.92 ,https://market.dota2.net/en/item/466386035-0-Insatiable%20Bonesaw/
Soul Corpulence - Shoulder,2.412 ,https://market.dota2.net/en/item/4672398791-1625510296-Soul%20Corpulence%20-%20Shoulder/
Astral Origins - Back,5.227 ,https://market.dota2.net/en/item/5085330517-1625510296-Astral%20Origins%20-%20Back/
Frosty the Sew-Man Head,4.126 ,https://market.dota2.net/en/item/5651546781-1625510296-Frosty%20the%20Sew-Man%20Head/
Floodmask,3.226 ,https://market.dota2.net/en/item/1169484145-3361756675-Floodmask/
Sullen Hollow,10.1 ,https://market.dota2.net/en/item/1169484150-1388167972-Sullen%20Hollow/
Taunt: You Prefer Arrows?,2.28 ,https://market.dota2.net/en/item/1723140764-948149725-Taunt%3A%20You%20Prefer%20Arrows%3F/
Head of the Impossible Realm,16.883 ,https://market.dota2.net/en/item/3305756614-1625510296-Head%20of%20the%20Impossible%20Realm/
Fractal Horns of Inner Abysm,22.874 ,https://market.dota2.net/en/item/342651391-3361758890-Fractal%20Horns%20of%20Inner%20Abysm/
Hat of the Itinerant Scholar,2.43 ,https://market.dota2.net/en/item/2194280193-1625510296-Hat%20of%20the%20Itinerant%20Scholar/
Bane of the Deathstalkers - Back,21.41 ,https://market.dota2.net/en/item/4714886358-1625510296-Bane%20of%20the%20Deathstalkers%20-%20Back/
Grasping Bludgeon,11.456 ,https://market.dota2.net/en/item/1169484141-1414493242-Grasping%20Bludgeon/
Cape of the Impossible Realm,2.876 ,https://market.dota2.net/en/item/3305756611-1625510296-Cape%20of%20the%20Impossible%20Realm/
Helm of the Savage Monger,5.139 ,https://market.dota2.net/en/item/3099888397-1625510296-Helm%20of%20the%20Savage%20Monger/
Voulge of the Andestian Sentinel,4.55 ,https://market.dota2.net/en/item/1506979763-0-Voulge%20of%20the%20Andestian%20Sentinel/
Shards of Exile,8.119 ,https://market.dota2.net/en/item/1169484140-1363818240-Shards%20of%20Exile/
Magus Accord,18.517 ,https://market.dota2.net/en/item/2457165324-2511062485-Magus%20Accord/
Arms of Desolation,4.595 ,https://market.dota2.net/en/item/996780770-1973628668-Arms%20of%20Desolation/
deadmau5 dieback music pack,3.546 ,https://market.dota2.net/en/item/1151258330-57943523-deadmau5%20dieback%20music%20pack/
Hair of the Survivor,38.28 ,https://market.dota2.net/en/item/1987660917-1625510296-Hair%20of%20the%20Survivor/
Codicil of the Veiled Ones,13.228 ,https://market.dota2.net/en/item/2948976654-2948980638-Codicil%20of%20the%20Veiled%20Ones/
Dreadmist Dragoon,2.426 ,https://market.dota2.net/en/item/5713400902-57949762-Dreadmist%20Dragoon/
Комментаторы: Рик и Морти,4.63 ,https://market.dota2.net/en/item/1222415965-948149725-Announcer%3A%20Rick%20and%20Morty/
Fetters of Omniscience,12.558 ,https://market.dota2.net/en/item/4056581336-57949762-Fetters%20of%20Omniscience/
Remnants of Ascension,11.93 ,https://market.dota2.net/en/item/4056581750-57949762-Remnants%20of%20Ascension/
Shadows of the Forgotten Plane,3.431 ,https://market.dota2.net/en/item/4056581876-57949762-Shadows%20of%20the%20Forgotten%20Plane/
The Hallows Within Tombstone,5.327 ,https://market.dota2.net/en/item/4056771476-1625510296-The%20Hallows%20Within%20Tombstone/
Genuine Claddish Cudgel,11.39 ,https://market.dota2.net/en/item/771156364-57949762-Genuine%20Claddish%20Cudgel/
Voidhammer,14.59 ,https://market.dota2.net/en/item/552276097-0-Voidhammer/
Genuine Rapier of the Burning God Offhand,2.887 ,https://market.dota2.net/en/item/771156336-0-Genuine%20Rapier%20of%20the%20Burning%20God%20Offhand/
King Kringle,142.106 ,https://market.dota2.net/en/item/5651606000-58046424-King%20Kringle/
Pauldrons of the Demon Trickster,6.51 ,https://market.dota2.net/en/item/3481260922-1625510296-Pauldrons%20of%20the%20Demon%20Trickster/
Shadow in the Deep Armor,101 ,https://market.dota2.net/en/item/4056874024-1625510296-Shadow%20in%20the%20Deep%20Armor/
Shadow in the Deep Back,8.382 ,https://market.dota2.net/en/item/4056874026-1625510296-Shadow%20in%20the%20Deep%20Back/
Vigilance of the Manticore,3.36 ,https://market.dota2.net/en/item/1506960981-57949762-Vigilance%20of%20the%20Manticore/
Golden Hydrakan Latch,24.8 ,https://market.dota2.net/en/item/1880241101-57949762-Golden%20Hydrakan%20Latch/
Thirst of Eztzhok Blade,4.488 ,https://market.dota2.net/en/item/1169463135-0-Thirst%20of%20Eztzhok%20Blade/
Razzil's Midas Knuckles,2.501 ,https://market.dota2.net/en/item/1169484149-3361756675-Razzil%27s%20Midas%20Knuckles/
Announcer: Rick and Morty,5.009 ,https://market.dota2.net/en/item/1222415965-0-Announcer%3A%20Rick%20and%20Morty/
Lash of the Lizard Kin,22.863 ,https://market.dota2.net/en/item/4056581337-57949762-Lash%20of%20the%20Lizard%20Kin/
Scorn of the Winged Sentinel,6.971 ,https://market.dota2.net/en/item/4056581819-57949762-Scorn%20of%20the%20Winged%20Sentinel/
Blackshield Protodrone,2.3 ,https://market.dota2.net/en/item/4056581862-57949762-Blackshield%20Protodrone/
Hunger of the Howling Wilds,5.37 ,https://market.dota2.net/en/item/4056581887-57949762-Hunger%20of%20the%20Howling%20Wilds/
Desert Burn Morty,5.558 ,https://market.dota2.net/en/item/4056815222-1625510296-Desert%20Burn%20Morty/
Desert Burn Crossbow,2.465 ,https://market.dota2.net/en/item/4056815225-1625510296-Desert%20Burn%20Crossbow/
Muh Keen Gun,3.486 ,https://market.dota2.net/en/item/497885051-3361757897-Muh%20Keen%20Gun/
Inscribed Empyrean,7.709 ,https://market.dota2.net/en/item/524840505-3377645326-Inscribed%20Empyrean/
Golden Mandate of the Stormborn,14.357 ,https://market.dota2.net/en/item/2974026541-57949762-Golden%20Mandate%20of%20the%20Stormborn/
Bane of the Deathstalkers - Belt,8.279 ,https://market.dota2.net/en/item/4714886359-1625510296-Bane%20of%20the%20Deathstalkers%20-%20Belt/
Bane of the Deathstalkers - Head,4.018 ,https://market.dota2.net/en/item/4714886357-1625510296-Bane%20of%20the%20Deathstalkers%20-%20Head/
Astral Origins - Weapon,2.126 ,https://market.dota2.net/en/item/5085330513-1625510296-Astral%20Origins%20-%20Weapon/
Комплект The Strings of Suradan,4.033 ,https://market.dota2.net/en/item/5632853743-57949762-The%20Strings%20of%20Suradan%20Bundle/
King Kringle's Tannenkromm,2.119 ,https://market.dota2.net/en/item/5651565643-1625510296-King%20Kringle%27s%20Tannenkromm/
The Abscesserator,4.303 ,https://market.dota2.net/en/item/5061407183-3361756716-The%20Abscesserator/
Masque of Awaleb,11.132 ,https://market.dota2.net/en/item/2944823463-2944860546-Masque%20of%20Awaleb/
Armor of Twisted Maelstrom,6.58 ,https://market.dota2.net/en/item/2935283923-1625510296-Armor%20of%20Twisted%20Maelstrom/
Provocation of Ruin Pauldron,24.284 ,https://market.dota2.net/en/item/4056862747-1625510296-Provocation%20of%20Ruin%20Pauldron/
Magus Apex,2.782 ,https://market.dota2.net/en/item/1116785084-5912931724-Magus%20Apex/
Shatterblast Crown,7.364 ,https://market.dota2.net/en/item/1169484148-3361756675-Shatterblast%20Crown/
Golden Offhand Basher of Mage Skulls,6.338 ,https://market.dota2.net/en/item/996714933-0-Golden%20Offhand%20Basher%20of%20Mage%20Skulls/
Bracers of the Survivor,7.781 ,https://market.dota2.net/en/item/1987660910-1625510296-Bracers%20of%20the%20Survivor/
Staff of the Impossible Realm,5.588 ,https://market.dota2.net/en/item/3305756613-1625510296-Staff%20of%20the%20Impossible%20Realm/
Jagged Honor Banner,6.7 ,https://market.dota2.net/en/item/3354392248-1625510296-Jagged%20Honor%20Banner/
Muh Keen Gun,3.579 ,https://market.dota2.net/en/item/497885051-3361760340-Muh%20Keen%20Gun/
Codicil of the Veiled Ones,18.517 ,https://market.dota2.net/en/item/2814112341-2814358472-Codicil%20of%20the%20Veiled%20Ones/
Radiant Conqueror Shoulder,12.836 ,https://market.dota2.net/en/item/4812314296-1625510296-Radiant%20Conqueror%20Shoulder/
King Kringle Back,2.71 ,https://market.dota2.net/en/item/5651565647-1625510296-King%20Kringle%20Back/
Bonkers of Awaleb,3.793 ,https://market.dota2.net/en/item/2944823468-2944860546-Bonkers%20of%20Awaleb/
Provocation of Ruin Bracers,5.17 ,https://market.dota2.net/en/item/4056862749-1625510296-Provocation%20of%20Ruin%20Bracers/
Wings of Curious Coldspell,2.18 ,https://market.dota2.net/en/item/2642250058-1625510296-Wings%20of%20Curious%20Coldspell/
Golden Basher of Mage Skulls,9.033 ,https://market.dota2.net/en/item/996713688-0-Golden%20Basher%20of%20Mage%20Skulls/
Origin of the Unmaking,13.038 ,https://market.dota2.net/en/item/4056581346-57949762-Origin%20of%20the%20Unmaking/
Genuine The Golden Barb of Skadi,4.042 ,https://market.dota2.net/en/item/771156380-4189734007-Genuine%20The%20Golden%20Barb%20of%20Skadi/
Hellborn Grasp,5.093 ,https://market.dota2.net/en/item/497948685-1043791763-Hellborn%20Grasp/
Swift Claw,8.58 ,https://market.dota2.net/en/item/533252242-907553920-Swift%20Claw/
Shoulders of the Bladeform Aesthete,5.504 ,https://market.dota2.net/en/item/2019429861-1625510296-Shoulders%20of%20the%20Bladeform%20Aesthete/
Bloodfeather Frock,13.45 ,https://market.dota2.net/en/item/5632854379-1625510296-Bloodfeather%20Frock/
Frosty the Sew-Man's Sugary Shiv,8.649 ,https://market.dota2.net/en/item/5651546780-1625510296-Frosty%20the%20Sew-Man%27s%20Sugary%20Shiv/
Desert Burn Saddle,38.31 ,https://market.dota2.net/en/item/4056815223-1625510296-Desert%20Burn%20Saddle/
Provocation of Ruin Ward,3.869 ,https://market.dota2.net/en/item/4056862743-1625510296-Provocation%20of%20Ruin%20Ward/
Shadow in the Deep Bracers,7.604 ,https://market.dota2.net/en/item/4056874032-1625510296-Shadow%20in%20the%20Deep%20Bracers/
Onibi,2.962 ,https://market.dota2.net/en/item/1723106292-1723260848-Onibi/
Magus Apex,3.78 ,https://market.dota2.net/en/item/1116785084-2064776097-Magus%20Apex/
Dark Artistry Paldrons,4.19 ,https://market.dota2.net/en/item/1814290122-1625510296-Dark%20Artistry%20Pauldrons/
Vigil Triumph,55.778 ,https://market.dota2.net/en/item/2415363046-57949762-Vigil%20Triumph/
Mask of the Divine Sorrow,5.447 ,https://market.dota2.net/en/item/845612464-93973071-Mask%20of%20the%20Divine%20Sorrow/
